ProgramType,ActivityCode,GranteeStatus,BHCMISId,grantnumber,BPHCAssignedSiteNumber,SiteName,SiteType,TemporarySiteFlag,SiteStatus,SiteTerminatedDate,SiteLocation,LocationSetting,SiteOpenedDate,SiteEffectiveDate,SiteOperationalByDate,SitePhysicalAddress,PhysicalCongressionalDistrict,ServiceAreaZipCodes,OperatingMonths,TotalWeeklyHoursOfOperation,SiteOperatedBy,NoOfVoucherSites,NoOfIntermittentSites,MedicaidBillingNumber,PhysicalMailStopCode,PhysicalDivisionLine,PhysicalStreetNumber,PhysicalStreetAddress,PhysicalPostOfficeBoxNumber,PhysicalRuralRouteNumber,SitePhysicalCity,SiteState,SiteRegion,SitePhysicalRegion,PhysicalZipCode,PhysicalZip4Code,PhysicalCounty,OrganizationStreetAddress,OrganizationCity,OrganizationState,OrganizationZipCode,OrganizationZip4Code,SiteMailingAddress,MailingMailStopCode,MailingDivisionLine,MailingStreetNumber,MailingStreetAddress,MailingUnit,MailingPostOfficeBoxNumber,MailingRuralRouteNumber,MailingCity,MailingState,MailingZipCode,MailingZip4Code,MailingCongressionalDistrict,OrganizationName,OperatingOrgPhysicalAddress,OperatingOrgMailingAddress,OperatingOrgEIN,ProjectDirector,PDPhone,PDPhoneExtension,PDEmail,SitePhoneExtension,SitePhoneNumber,SiteAdminPhone,SiteAdminPhoneExtension,RelatedARRAGrantsFlag,RelatedARRAGrants,RelatedACAGrantsFlag,RelatedACAGrants,NationalProviderIdentificationNumber,MedicareBillingNumber,MedicareBillingNumberStatus,HRSAAssignedSiteNumber,CalendarSchedule,OperationalSchedule,PopulationType,MedicaidPharmacyBillingNumber,SiteFaxNumber,DUNS,ServiceAreaCensusTracts
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-017421,Church Avenue Clinic,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,11/15/15,4/22/16,"2412 Church Ave, Brooklyn, NY 11226-4005",NY-09,"1,120,311,218,112,250,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",55,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2412 Church Ave,NULL,NULL,Brooklyn,NY,Region II,Region II,11226,4005,Kings,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,35173,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-011793,HELP/PSI Brooklyn Health Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,9/1/07,6/1/12,6/1/12,"803 Sterling Pl, Brooklyn, NY 11216-3903",NY-09,"1,120,111,203,112,050,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",45.5,Health Center/Applicant,,NULL,2952812,NULL,NULL,NULL,803 Sterling Pl,NULL,NULL,Brooklyn,NY,Region II,Region II,11216,3903,Kings,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-804-0900,(718)-681-8700,NULL,No,N/A,Yes,H80CS24139(Created),,331018,This site has a Medicare billing number,16813,Year-Round,Full-Time,Urban,N/A,(718)-735-6380,829701833,"1098,1132,1138,129.02,159,161,163,177,191,193,203,205,207,213,215,217,219,221,223,225,227,229,233,235,237,239,241,243,245,247,249,251,253,255,257,259.01,259.02,261,263,265,267,269,271.01,271.02,273,275,277,279,281,283,285.01,285.02,287,289,291,293,295,297,299,301,303,307,309,311,313,315,317.01,317.02,319,321,323,325,327,329,331,333,335,337,339,341,343,345,347,349,351,353,355,357,359,361,363,365.01,365.02,367,369,371,373,375,377,379,381,383,385,387,776,780,782,784,786,788,790,792,794,796,798,800,802,804,806,810,812,814,816,818,820,822,824,826,828,830,832,834,836,838,840,842,844,846,848,850,852,854,856,858,860,862,864,866,868,870,872,874.01,874.02,876,878,880,882,884,886,888,890,892,894,896,898,900,902,904,906,908,910,912,914,916,918,920,922,928,930,934,936,938,940,942,944.01,960"
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-011813,HELP/PSI Queens Health Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,9/1/07,6/1/12,6/1/12,"10504 Sutphin Blvd, Jamaica, NY 11435-5022",NY-05,"11,412,114,231,143,200,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,2952812,NULL,NULL,NULL,10504 Sutphin Blvd,NULL,NULL,Jamaica,NY,Region II,Region II,11435,5022,Queens,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-725-5000,(718)-681-8700,NULL,No,N/A,Yes,H80CS24139(Created),,331017,This site has a Medicare billing number,16814,Year-Round,Full-Time,Urban,N/A,(718)-725-5080,829701833,"142.02,152,158,170,174,180,182,184.01,184.02,186,188,190,192,194.01,194.02,196,198,202,204,206,208,212,214,216,236,238,240,244,246,248,250,252,258,260,262,264,266,270,272,274,276,278,280,282,284,288,292,304,320,328,330,334.01,334.02,352,366,368,376,384,394,398,400,402,404,410,414,420,422,426,432,434,440,442,446.01,446.02,458,460,462,468,470,478,480,482,484,500,502.01,502.02,504,506,508,510,518,520,522,524,526,528,530,532,766,768,788,790,792,814,846.02"
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-011820,HELP/PSI Bronx Health Center,Administrative/Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,9/1/07,6/1/12,6/1/12,"1543 Inwood Ave, Bronx, NY 10452-2001",NY-15,"1,045,110,452,104,530,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,2952812,NULL,NULL,NULL,1543 Inwood Ave,NULL,NULL,Bronx,NY,Region II,Region II,10452,2001,Bronx,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,(718)-681-8700,NULL,No,N/A,Yes,H80CS24139(Created),NULL,331019,This site has a Medicare billing number,16812,Year-Round,Full-Time,Urban,N/A,(718)-299-0861,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-011840,HELP/PSI Harm Reduction Health Center at CitiWide,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,5/1/11,6/1/12,6/1/12,"226 E  144th St, Bronx, NY 10451-5909",NY-15,"1,045,110,452,104,530,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",32,Health Center/Applicant,,NULL,2952812,NULL,NULL,NULL,226 E  144th St,NULL,NULL,Bronx,NY,Region II,Region II,10451,5909,Bronx,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-292-7718,(718)-681-8700,NULL,No,N/A,Yes,H80CS24139(Created),,331054,This site has a Medicare billing number,16815,Year-Round,Part-Time,Urban,N/A,(718)-292-0500,829701833,"105,11,115.01,115.02,119,121.01,121.02,123,125,127.01,127.02,129.01,129.02,131,133,135,137,139,141,143,145,147,149,15,151,153,155,157,161,163,165,167,169,17,171,173,175,177,179,181,183,187,189,193,195,197,199,201,205,211,213.01,213.02,215.01,215.02,217.01,217.02,218,219,220,221,223,225,227.01,227.02,227.03,229.01,229.02,23,231,233.01,233.02,235.01,235.02,237.01,237.02,239,240,241,243,245,247,249,25,251,257,27.01,27.02,31,33,334,35,359,361,363,365.01,365.02,367,369.01,369.02,37,371,373,375.01,375.02,375.03,377,379,381,383,385,387,389,39,391,393,397,399.02,41,43,47,49,5,53.01,53.02,57,58,59.01,59.02,60,61,65,67,69,71,73,75,77,79,81,83,85,87,89,91,97,99"
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-015204,HELP/PSI Services Corporation Mobile Medical Unit,Service Delivery Site,No,Terminated,12/12/18,Mobile Van,All Other Clinic Types,NULL,6/8/15,1/11/16,"71 West 23rd Street 8th Floor, New York, NY 10010",NY-12,"10,451,104,521,045,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,71 West 23rd Street 8th Floor,NULL,NULL,New York,NY,Region II,Region II,10010,NULL,New York,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,Application for this site has not yet been submitted to CMS,30999,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-015277,Part 822-4 Outpatient Services,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,6/29/15,6/29/15,"2400 Linden Blvd, Brooklyn, NY 11208-4830",NY-08,"1,120,711,208","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2400 Linden Blvd,NULL,NULL,Brooklyn,NY,Region II,Region II,11208,4830,Kings,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(855)-681-8700,,NULL,No,N/A,No,N/A,NULL,33182,This site has a Medicare billing number,27478,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-015314,Bedford Avenue Clinic,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,7/9/15,7/9/15,"1669 Bedford Ave, Brooklyn, NY 11225-2009",NY-09,"1,120,311,213,112,160,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",60,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,1669 Bedford Ave,NULL,NULL,Brooklyn,NY,Region II,Region II,11225,2009,Kings,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(855)-681-8700,,NULL,No,N/A,No,N/A,1003093436,33180,This site has a Medicare billing number,33570,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-015318,Westchester Square Health Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,7/9/15,7/9/15,"2510 Westchester Ave Ste 202, Bronx, NY 10461-3585",NY-14,"104,611,046,210,475","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",63,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2510 Westchester Ave Ste 202,NULL,NULL,Bronx,NY,Region II,Region II,10461,3585,Bronx,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,331181,This site has a Medicare billing number,33573,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-017422,HELP/PSI Services Corporation Mobile Dental Unit,Service Delivery Site,No,Terminated,12/12/18,Mobile Van,All Other Clinic Types,NULL,11/10/15,1/12/16,"71 W 23rd St Fl 8, New York, NY 10010-3509",NY-12,"10,451,104,521,045,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,71 W 23rd St Fl 8,NULL,NULL,New York,NY,Region II,Region II,10010,3509,New York,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,Number is pending; application for this site has been submitted to CMS,31052,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-018170,Bay Street Health Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,6/15/16,7/6/16,"57 Bay St, Staten Island, NY 10301-2510",NY-11,"10,301,103,041,030,500,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",57,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,57 Bay St,NULL,NULL,Staten Island,NY,Region II,Region II,10301,2510,Richmond,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,Number is pending; application for this site has been submitted to CMS,34941,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-018790,The Hub Health Care Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,10/26/16,3/1/17,"459 E 149th St, Bronx, NY 10455-1314",NY-15,"104,511,045,410,455","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",42,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,459 E 149th St,NULL,NULL,Bronx,NY,Region II,Region II,10455,1314,Bronx,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,Number is pending; application for this site has been submitted to CMS,40809,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-020990,West 37th Street Health Center,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,8/2/17,8/25/17,"347 W 37th St, 1st Floor, New York, NY 10018",NY-10,"100,011,001,810,036","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,"347 W 37th St, 1st Floor",NULL,NULL,New York,NY,Region II,Region II,10018,NULL,New York,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(855)-681-8700,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,41630,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,2.00E+256,H80CS24139,BPS-H80-021364,56 Bay Street Outpatient Treatment,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,NULL,10/30/17,10/30/17,"56 Bay St, 2nd Floor, Staten Island, NY 10301-2563",NY-11,"103,011,030,410,310","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",64,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,"56 Bay St, 2nd Floor",NULL,NULL,Staten Island,NY,Region II,Region II,10301,2563,Richmond,71 W 23rd St Fl 8,New York,NY,10010,3509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brightpoint Health,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(718)-808-1300,,NULL,No,N/A,No,N/A,NULL,NULL,Number is pending; application for this site has been submitted to CMS,44803,,NULL,,NULL,NULL,829701833,NULL
Section 330,H80,Inactive,95400,H80CS00339,BPS-H80-006208,STINSON BEACH COMMUNITY HEALTH CENTER,Service Delivery Site,No,Terminated,12/12/18,Permanent,All Other Clinic Types,9/1/93,3/31/99,9/1/93,"3419 STATE ROUTE 1, STINSON BEACH, CA 94970-0000",CA-02,"949,019,490,394,924,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",8,Health Center/Applicant,,NULL,FHC70434F,,,NULL,3419 STATE ROUTE 1,NULL,NULL,STINSON BEACH,CA,Region IX,Region IX,94970,0,Marin,3 6TH ST,POINT REYES STATION,CA,94956,    ,"Post Office Box 978, Stinston Beach, CA 94970-0910",NULL,NULL,NULL,NULL, ,978,NULL,Stinston Beach,CA,94970,910,CA-06,COASTAL HEALTH ALLIANCE,NULL,NULL,NULL,Steven  Siegel,(415)-663-8781,310,ssiegel@coastalhealth.net,NULL,(415)-868-9656,(415)-663-8781,310,Yes,C81CS13770(Used),No,N/A,NULL,551913,This site has a Medicare billing number,8226,Year-Round,Part-Time,Rural,N/A,(415)-868-2858,110224326,NULL
Section 330,H80,Inactive,33620,H80CS00686,BPS-H80-008106,SouthEast Lancaster Health Services at Lancaster Cleft Palate Clinic,Service Delivery Site,No,Terminated,12/15/11,Permanent,All Other Clinic Types,3/1/09,3/1/09,3/1/09,"223 N Lime St, Lancaster, PA 17602-2748",PA-16,"176,011,760,217,603","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",32,Health Center/Applicant,,NULL,1.0073E+12,NULL,NULL,NULL,223 N Lime St,NULL,NULL,Lancaster,PA,Region III,Region III,17602,2748,Lancaster,304 N Water St,Lancaster,PA,17603,    ,"223 N. Lime Street, Lancaster, PA 17602-2748",NULL,NULL,223,N. Lime Street, ,NULL,NULL,Lancaster,PA,17602,2748,NULL,Lancaster Health Center,NULL,NULL,NULL,Alisa  Jones,(717)-945-1551,,Alisa.Jones@unioncomcare.org,NULL,(717)-394-3793,(717)-299-6372,NULL,No,N/A,No,N/A,NULL,39-1818,NULL,11945,Year-Round,Part-Time,Urban,1.0073E+12,(717)-396-7409,175530930,"1,14,15,16,7,8,9"
Section 330,H80,Inactive,8.00E+63,H80CS10594,BPS-H80-010539,"Central Montana Community Health Center, Inc.",Administrative/Service Delivery Site,No,Terminated,12/17/18,Permanent,All Other Clinic Types,7/19/11,5/11/11,7/19/11,"406 1st Ave S, Lewistown, MT 59457-3020",MT-00,"5,903,259,036,590,870,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",49,Health Center/Applicant,,NULL,1942450432,NULL,NULL,NULL,406 1st Ave S,NULL,NULL,Lewistown,MT,Region VIII,Region VIII,59457,3020,Fergus,406 First Ave. South,Lewistown,MT,59457,3020,"406 First Avenue South, Lewistown, MT 59457",NULL,NULL,406,First Avenue South, ,NULL,NULL,Lewistown,MT,59457,NULL,NULL,"Central Montana Community Health Center, Inc.",NULL,NULL,NULL,Michele  Foy,(406)-535-6545,,michele.foy@bighornvalley.org,NULL,(406)-535-6545,(406)-535-6545,NULL,Yes,"C81CS14219(Created), C81CS14219(Created)",No,N/A,1942450432,271837,This site has a Medicare billing number,16886,Year-Round,Full-Time,Rural,NULL,NULL,170942077,"300,273,003,730,045,000,000,000,000,000"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-006595,MHT - Homless Program Shelter,Service Delivery Site,No,Terminated,10/28/15,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"3200 W Fulton Blvd, Chicago, IL 60624-2011",IL-07,60624,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,3200 W Fulton Blvd,NULL,NULL,Chicago,IL,Region V,Region V,60624,2011,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-722-4272,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,9718,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-005880,MHT - Hand-N-Hand Outreach,Service Delivery Site,No,Terminated,10/28/15,Mobile Van,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"3330 W Carroll Ave, Chicago, IL 60624-2034",IL-07,60624,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,3330 W Carroll Ave,NULL,NULL,Chicago,IL,Region V,Region V,60624,2034,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-722-0179,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,4854,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-007080,MHT - HSI Shelter,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"415 S Kilpatrick Ave, Chicago, IL 60644-4958",IL-07,60644,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,415 S Kilpatrick Ave,NULL,NULL,Chicago,IL,Region V,Region V,60644,4958,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-854-1690,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,4983,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-003483,Division Health Center,Service Delivery Site,No,Terminated,1/7/18,Permanent,All Other Clinic Types,1/1/93,1/1/93,1/1/93,"4909 W. DIVISION ST, CHICAGO, IL 60651-3161",IL-07,"6,010,460,155,601,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,36-2902782-010,,,NULL,4909 W. DIVISION ST,NULL,NULL,CHICAGO,IL,Region V,Region V,60651,3161,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-921-8100,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,10539,Year-Round,Full-Time,Urban,36-2902787-010,(773)-921-2530,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-007498,MHT - Ashunti House,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"4944-4909 West Huron, Chicago, IL 60640-3040",IL-07,60644,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,4944-4909 West Huron,NULL,NULL,Chicago,IL,Region V,Region V,60640,3040,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-379-6983,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,10675,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-019492,Circle Family Healthcare on Madison,Service Delivery Site,No,Terminated,11/14/18,Permanent,All Other Clinic Types,NULL,4/5/17,4/10/17,"4952 W Madison St, chicago, IL 60644",IL-07,"606,126,062,360,624,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",55,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,4952 W Madison St,NULL,NULL,chicago,IL,Region V,Region V,60644,NULL,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(773)-379-1000,,NULL,No,N/A,No,N/A,1649399106,NULL,NULL,41621,,NULL,,NULL,NULL,109365106,NULL
