"","Grant Number","ZipFilter","MarketShare","value","Tx","Year","None","MCR","COM","MCD","Total","Sites","Att","ID","Expandor","SwitchEMR","eScripts","eDecisionSupport","InterOrgHITexchange","PatientPortals","UDSQualRep","UDSQualRep.levels","UDSQualRep.highlowuse","FirstSwitch","IMM2yo","Pap","ChildBMI","AdultBMI","Tobac","CRC","DepScrn","IMM2yo.denom","Pap.denom","ChildBMI.denom","AdultBMI.denom","Tobac.denom","CRC.denom","DepScrn.denom","TotalAccess","Zips","l.Sites","l.Total","Pct.NHA","Pct.NHB","Pct.HL","Pct.NHW","Pct.ESL","Pct.LessThan100pctFPL","Pct.LessThan200pctFPL","Pct.FarmWorker","Pct.Homeless","Pct.Children","TotalDeliveries","BirthsLT1500","Births1500to2499","BirthsGTE2500","TotalHTN","Sample","Controlcount","Pct.HBW","Pct.HTN.CNTRL","EIN","Unrestricted surplus (deficit) before depreciation","Surplus as a pct of before dep expenses","Unrestricted surplus (deficit) after depreciation","Surplus as a pct of after dep expenses","Total revenue (unrestricted & restricted)","Total revenue, pct change over prior year","Program services revenue","Membership dues","Investment income","Government grants","All other grants and contributions","Other revenue","Total expenses before depreciation","Total expenses, pct change over prior year","Personnel","Professional Fees","Occupancy","Interest","Pass-Through","All other expenses","Total Expenses(after depreciation)","One Month of Savings","Debt Principal Payment","Fixed Asset Additions","Total Full Costs(estimated)","Months of cash","Months of cash and investments","Months of estimated liquid unrestricted net assets","Cash","Investments","Receivables","Gross land, buildings and equipment (LBE)","Accumulated depreciation (pct of LBE)","Liabilities (as pct of assets)","Unrestricted net assets","Temporarily restricted net assets","Permanently restricted net assets","Total restricted net assets","Total net assets","Liabilities","Staffing","LBE.pct","Qcomp","CostOfCare","Liquidity","Profitability","Efficiency","NetWorth","Altmans.Z"
"2233","H80CS08769",2,1.94474418604651,1,0,2015,7.64160659114315,28.032955715757,44.9776862341229,19.347751458977,14565,6,2019,433,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,2020,91.47,91.43,84.29,84.29,94.29,71.43,57.14,129,3691,1893,11714,11251,4945,12057,287.5,5,1.79175946922805,9.58637666939354,0.233436319945074,0.508067284586337,1.07106076210093,92.5575008582218,2.80123583934089,64.9159071690313,88.3773372169501,0.9131479574322,0.281496738757295,17.6313079299691,248,7,8,235,3238,70,64,94.758064516129,91.4285714285714,"01-0376890",1871535,8.9,1456621,0.068,22441471,0.113,0.839,0,0,0.073,0.089,-0.001,21069936,0.056,0.697,0.163,0.039,0,0.002,0.098,21484850,1755828,220455,0,23461133,1.2,1.2,1.5,2122713,9606,3526100,3828016,0.652,18.5,3988824,2e+06,0,2e+06,5988824,1107932.44,14685745.392,0.639193270665493,82.0485714285714,1446.61421215242,0.631303961920363,0.153547776377533,0.144578548211209,0.0440540540540541,5.65974434192442
"2234","H80CS08769",2,1.94474418604651,1,0,2016,2.52757994693479,25.4014802401899,50.7471023600056,21.3238374528697,14322,6,2019,433,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,2020,51.37,80.53,47.69,57.6,91.83,79.02,51.42,146,3595,1686,10883,10156,5166,7635,287.5,5,1.79175946922805,9.56955209556689,0.195503421309873,0.453847228040776,1.15207373271889,90.9021086440441,2.14355536936182,70.0575953923686,88.5745140388769,0.677279709537774,0.370060047479402,17.3928222315319,238,2,27,212,4533,4533,2967,89.0756302521009,65.4533421575116,"01-0376890",370825,1.6,-35841,-0.002,23120148,0.03,0.806,0,0,0.107,0.087,0,22749323,0.08,0.679,0.167,0.037,0,0.001,0.116,23155989,1895776.92,13166,0,25064931.92,1,1.1,1.5,1967368,27092,3432762,4053155,0.707,16.7,3952983,2e+06,0,2e+06,5952983,994148.161,15446790.317,0.680861174977318,65.6371428571428,1588.41802820835,0.627926821897484,-0.00378054585803919,0.0391150056585302,0.0498802395209581,4.42210246167261
"2235","H80CS08769",2,1.94474418604651,1,0,2017,6.59492273730684,17.5841611479029,56.3258830022075,19.4950331125828,14496,6,2019,433,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,2020,57.05,88.15,51.1,58.84,88.2,81.04,61.33,156,3502,1681,11170,10385,5252,7892,291.5,5,1.79175946922805,9.58162802828276,0.193156732891832,0.386313465783664,1.29690949227373,85.989238410596,2.98013245033113,64.3020431490213,86.876696670953,0.558774834437086,0.11037527593819,16.8529249448124,241,3,24,216,4722,4722,3281,89.6265560165975,69.4832698009318,"01-0376890",-1136992,-4.8,-1391330,-0.058,22290338,-0.036,0.806,0,0,0.122,0.072,0,23827330,0.047,0.725,0.14,0.033,0,0,0.102,24081668,1985610.83,13167,0,26080445.83,0.3,0.4,0.8,639497,130197,3151832,4122211,0.741,23.7,2561653,1600000,0,1600000,4161653,986311.761,17274814.25,0.990522515932972,69.3871428571428,1643.71757726269,0.517378054503771,-0.17297059811876,-0.19107934533414,0.0321940928270042,1.57986648450051
"2236","H80CS08769",2,1.94474418604651,1,0,2018,7.00019774569903,17.4807197943445,56.3047920374399,19.2142904225166,15171,6,2019,433,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,2020,44.19,84.02,39.26,69.39,97.91,80.72,61.28,172,3448,1671,11394,10252,5436,9163,291.5,5,1.79175946922805,9.62714098974809,0.210928745633116,0.329576165051743,1.43036055632457,77.3844835541494,6.0114692505438,61.3418966930855,85.549330418147,1.10078439127282,0.151605035923802,16.7095115681234,226,5,20,204,4733,4733,3243,90.2654867256637,68.518909782379,"01-0376890",395056,1.7,158265,0.007,23372024,0.049,0.826,0,0,0.111,0.064,-0.001,23076968,-0.031,0.692,0.177,0.037,0,0,0.094,23313759,1923080.67,13166,0,25250005.67,0.6,0.6,0.9,1090766,130197,2966501,4218193,0.781,24.4,2719918,1500000,0,1500000,4219918,1029659.992,15969261.856,0.999591224284453,68.11,1521.12372289236,0.502033095092983,0.0188283914035512,0.0351020747099245,0.0309836065573771,3.62313638872149
"2237","H80CS08769",2,1.94474418604651,2,1,2019,5.88002897214723,18.5224204912096,54.1976690590637,21.3998814775795,15187,6,2019,433,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,2020,57.69,84.08,43.51,67.85,93.5,77.01,55.47,156,3499,1827,11042,11491,5276,11711,298.5,5,1.79175946922805,9.62819507773027,0.256798577730954,0.408243892803055,1.41568446697834,82.3072364522289,6.72943965233423,57.9835390946502,82.7503429355281,1.21156252057681,0.151445315072101,16.691907552512,237,10,24,203,4775,4775,3457,85.6540084388186,72.3979057591623,"01-0376890",856751,3.5,599877,0.025,25019606,0.07,0.807,0,0,0.13,0.063,0,24162855,0.047,0.701,0.154,0.039,0,0,0.107,24419729,2013571.25,10204,0,26443504.25,0.7,0.8,1.2,1349072,227134,3332425,4338607,0.813,23,3319795,NA,NA,1500000,4819795,1108552.85,16938161.355,0.900164218602658,68.4442857142857,1591.02225587674,0.521214550766402,0.0648709376789048,0.0926493943380715,0.0334782608695652,4.28840281372571
"2238","H80CS08769",2,1.94474418604651,2,1,2020,4.46993965581465,21.6866572301274,48.8564404380541,22.4390970721895,13423,6,2019,433,0,100,NA,NA,100,NA,"We use the EHR in combination with another data analytic system",3,100,2020,51.16,77.14,60,47.14,92.86,74.29,50,129,3473,1513,11188,11251,5197,8494,298.5,5,1.79175946922805,9.50472493248764,0.297176820208024,0.468053491827637,1.31500742942051,83.4546805349183,6.2778603268945,52.0658101488123,78.5285146501525,1.35958395245171,NA,16.0624071322437,215,0,17,202,4257,70,57,93.953488372093,81.4285714285714,"01-0376890",772078,3.4,559368,0.024,22942915,-0.083,0.756,0,0,0.212,0.033,0,22703309,-0.06,0.735,0.111,0.039,0,0,0.116,22916019,1891942.42,0,0,24807961.42,2,2.1,1.7,3875466,9606,3010096,4285051,0.851,41.8,3879163,NA,NA,750000,4629163,1934990.134,16686932.115,0.925664315557694,64.6557142857143,1691.37368695523,0.414049402788979,0.0500319358681614,0.0214312438781387,0.0139234449760766,3.03790576931188
"2239","H80CS08770",1,0.225772168714713,1,0,2015,56.808959584483,7.80717416003895,17.4646972894011,17.9191689660769,6161,4,0,434,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,35.29,36.63,35.32,20.31,53.77,10.82,66.87,17,2476,940,5067,4140,1774,5207,191,4,1.38629436111989,8.72599438101457,0.551858464534978,7.54747605908132,37.2666774874209,48.35254017205,34.8807011848726,65.8044490429384,98.0341438178996,0,0.56808959584483,17.8542444408375,NA,NA,NA,NA,1072,1072,761,NA,70.9888059701492,"56-2508501",361545,10.4,318277,0.091,3834461,0.075,0.443,0,0,0.516,0.04,0.001,3472916,0.015,0.624,0.082,0.052,0.005,0.024,0.213,3516184,289409.67,10031,0,3815624.67,1.7,1.7,1.1,503448,0,442034,1462199,0.12,29,1612881,0,0,0,1612881,467735.49,2167099.584,0.906575872615525,37.0014285714286,563.69355624087,0.669889823444219,0.132192346079069,0.150163165303045,0.0244827586206897,5.86022765740003
"2240","H80CS08770",1,0.225772168714713,1,0,2016,50.9474694171264,7.08803070280643,38.9661789397937,2.99832094027345,8338,4,0,434,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,47.62,38.24,15.8,51.05,77.38,23.42,88.6,63,3167,1462,6401,3930,2199,6484,191,4,1.38629436111989,9.02857865844074,0.527704485488127,7.61573518829455,36.447589349964,49.4363156632286,35.428160230271,67.4744897959184,98.3418367346939,0,NA,22.2235548093068,24,0,2,22,2103,2103,1351,91.6666666666667,64.2415596766524,"56-2508501",800304,18.3,755892,0.171,5166127,0.347,0.424,0,0,0.553,0.023,0.001,4365823,0.257,0.639,0.014,0.065,0.004,0.044,0.235,4410235,363818.58,10406,103925,4888384.58,3.9,3.9,2.8,1420384,0,232168,1566124,0.141,22.4,2368773,0,0,0,2368773,530605.152,2789760.897,0.661154108055099,48.8728571428571,523.605540897098,0.735946395350138,0.234845632179194,0.248643852316915,0.0346428571428571,7.30066680197075
"2241","H80CS08770",1,0.225772168714713,1,0,2017,39.0898159282213,7.12237535843123,50.1433724909814,3.64443622236611,10811,4,0,434,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,2.86,29.82,24.29,42.22,60.35,8.33,94.72,186,4152,2831,7189,4280,2545,7658,191,4,1.38629436111989,9.28831941329277,0.462491906391638,8.57459994450097,35.0938858569975,50.0693737859587,27.157524743317,73.4466019417476,98.9320388349515,0,0.416242715752474,32.52243085746,42,0,5,37,2061,2061,1349,88.0952380952381,65.4536632702572,"56-2508501",1127517,20.6,1087693,0.197,6605751,0.279,0.591,0,0,0.386,0.012,0.01,5478234,0.255,0.648,0.01,0.077,0.003,0.036,0.225,5518058,456519.5,10797,185456,6170830.5,5.1,5.1,4.3,2317724,0,330044,1751580,0.149,17.8,3456466,0,0,0,3456466,615250.948,3549895.632,0.506754586910446,37.5128571428572,506.727777263898,0.785676877573677,0.247239590957569,0.256291841427412,0.0461797752808989,7.73081132184214
"2242","H80CS08770",1,0.225772168714713,1,0,2018,38.7899709302326,7.29469476744186,23.9189680232558,29.9963662790698,11008,4,0,434,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,8.57,45.71,34.29,71.43,75.37,34.29,92.07,128,4256,2890,7654,4523,2849,7123,209,4,1.38629436111989,9.30637756017313,0.608648255813954,8.0577761627907,34.1297238372093,47.2565406976744,28.297601744186,72.1528288023512,98.6529512613275,0.0090843023255814,0.317950581395349,31.5406976744186,34,0,3,31,2231,2231,1493,91.1764705882353,66.9206633796504,"56-2508501",1253679,20.9,1220245,0.202,7262646,0.099,0.552,0,0.001,0.435,0.01,0.002,6008967,0.097,0.637,0.008,0.066,0.003,0.039,0.247,6042401,500747.25,11202,1227785,7782135.25,5,5,4,2516213,0,311611,2979365,0.099,16.3,4676711,0,0,0,4676711,762303.893,3827711.979,0.637064167531413,51.6757142857143,545.872728924419,0.805331288511533,0.210126620642104,0.215883967268846,0.0513496932515337,7.47264347388967
"2243","H80CS08770",1,0.225772168714713,1,0,2019,43.9257294429708,6.67677150435771,23.5619552860932,25.8355437665783,13195,5,0,434,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,10.69,24.59,23.43,61.38,68.35,18.94,74.43,131,4933,3620,8667,5526,3141,10128,229,4,1.6094379124341,9.48759324893742,0.48503220917014,7.08601743084502,33.5278514588859,41.6824554755589,37.5521030693444,72.0209339774557,98.792270531401,0,0.303145130731338,32.6108374384236,41,1,3,37,2562,2562,1486,90.2439024390244,58.0015612802498,"56-2508501",741242,10.3,685582,0.095,7936752,0.093,0.538,0,0.001,0.44,0.009,0.013,7195510,0.197,0.62,0.006,0.061,0.002,0.045,0.265,7251170,599625.83,11622,1065994,8928411.83,3.3,3.3,2.8,1961097,0,471942,4045360,0.086,13.7,5362293,NA,NA,0,5362293,734634.141,4461216.2,0.754408608406889,40.2585714285714,545.320954907162,0.827718854612073,0.105825837525599,0.114417466414156,0.062992700729927,6.6098556266582
"2244","H80CS08770",1,0.225772168714713,1,0,2020,39.3286160934672,6.80434424880698,24.6009544182985,25.0617080796446,12154,5,0,434,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,8.04,18.2,25,86.88,70.42,17.88,87.45,112,4512,2648,7864,5723,3473,10408,229,4,1.6094379124341,9.4054136126953,0.480495154328528,7.67977848358987,37.4786220376252,46.5265901132014,28.3817900480495,70.4642248722317,99.2333901192504,0,0.350191383663165,26.0200342047398,47,0,NA,44,2464,2464,1389,93.6170212765958,56.3717532467532,"56-2508501",1113527,13.8,1006392,0.123,9202770,0.16,0.432,0,0,0.545,0.021,0.001,8089243,0.124,0.677,0.006,0.054,0.005,0.019,0.24,8196378,674103.58,0,1582458,10452939.58,3.2,3.2,1.8,2175812,0,449003,5627818,0.081,19.4,6368685,NA,NA,0,6368685,1235524.89,5476417.511,0.883670333828726,44.8385714285714,665.562201744282,0.771715524003067,0.121947989205385,0.134929906612835,0.0415463917525773,6.41035696604813
"2245","H80CS08771",1,0.415540097125607,1,0,2015,11.2262521588946,18.80088823094,14.9518874907476,55.0209721194177,4053,2,0,435,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,33.33,66.08,54.89,73.41,96.94,31.15,51.36,3,1315,184,3520,3134,1509,2909,84,2,0.693147180559945,8.30721262662831,0.76486553170491,0.715519368369109,6.24228966197878,85.4428818159388,2.07253886010363,63.2573652028905,92.384658143413,1.48038490007402,2.86207747347644,7.4512706637059,3,0,0,3,940,940,634,100,67.4468085106383,"93-1250581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1657142857143,NA,NA,NA,NA,NA,NA
"2246","H80CS08771",1,0.415540097125607,1,0,2016,16.2805259862242,20.2567313713212,16.4370695053225,47.0256731371321,3194,2,0,435,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,NA,65.96,67.04,85.73,98.93,39.66,55.45,0,1031,179,2544,1966,1276,2074,84,2,0.693147180559945,8.06902932877496,0.970569818409518,0.657482780212899,6.79398872886662,84.4082654978084,2.75516593613024,59.1647331786543,88.3327809081869,0.688791484032561,4.00751408891672,8.73512836568566,0,0,0,1,996,996,563,Inf,56.5261044176707,"93-1250581",498285,11.8,372118,0.086,4770791,0.175,0.582,0,0,0.384,0.034,0,4218185,0.115,0.806,0.008,0.021,0.008,0.004,0.153,4344352,351515.42,129420,304957,5130244.42,0.5,0.5,1.7,174027,0,768075,3433445,0.206,19.4,2939922,85062,0,85062,3024984,586846.896,3399857.11,1.1350291439558,NA,1320.6590482154,0.691338477223533,0.0850449098135616,0.126294152479679,0.0415463917525773,5.70474723258224
"2247","H80CS08771",1,0.415540097125607,1,0,2017,18.2139699381079,23.1653404067197,19.0097259062776,39.6109637488948,3393,3,0,435,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,NA,49.71,68.69,77.24,94.35,34.15,60.04,0,1362,198,2931,2920,1435,2315,104,2,1.09861228866811,8.12946976478423,1.17889773062187,0.677866195107574,6.36604774535809,82.8470380194518,2.94724432655467,58.4814216478191,88.3360258481422,0.795755968169761,2.68199233716475,7.78072502210433,2,0,0,2,1075,1075,535,100,49.7674418604651,"93-1250581",611958,13.5,492122,0.106,5069635,0.063,0.679,0,0,0.279,0.005,0.038,4542739,0.077,0.771,0.073,0.019,0.006,0,0.131,4662575,378561.58,27597,0,5068733.58,0.9,0.9,3.1,354541,0,1155954,3401204,0.231,18.3,3432044,0,0,0,3432044,628064.052,3502451.769,0.991014101217817,NA,1338.85617447686,0.698748844340828,0.100193843311652,0.107273674547239,0.0446448087431694,5.67818049020959
"2248","H80CS08771",1,0.415540097125607,1,0,2018,16.8756815703381,25.2998909487459,20.6652126499455,37.1592148309706,3668,6,0,435,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,NA,41.36,58.88,82.23,97.94,35.67,80.53,0,1342,214,3038,2382,1514,2188,184,2,1.79175946922805,8.20740183337636,1.28135223555071,0.54525627044711,7.03380588876772,80.8615049073064,3.10796074154853,57.8862314156432,86.9101486748546,0.517993456924755,1.93565976008724,8.96946564885496,0,0,0,0,1197,1197,704,NA,58.8137009189641,"93-1250581",114123,2.2,-4934,-0.001,5293680,0.044,0.621,0,0,0.317,0.007,0.054,5154557,0.135,0.739,0.042,0.022,0.005,0,0.192,5273614,429546.42,0,200688,5903848.42,1,1,2.7,427284,0,939664,3601486,0.251,17.8,3427109,25000,0,25000,3452109,614475.402,3809217.623,1.04327122926883,NA,1405.27726281352,0.694808263529313,-0.000993069446026656,0.028001378301493,0.0461797752808989,4.79136282858922
"2249","H80CS08771",1,0.415540097125607,1,0,2019,12.984496124031,25.702519379845,24.8546511627907,36.4583333333333,4128,7,0,435,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,0,38.57,72.17,82.57,78.31,30.5,80.88,0,1260,230,3493,2549,1744,2401,224,2,1.94591014905531,8.3255483071614,1.04166666666667,0.532945736434108,6.78294573643411,74.7093023255814,2.73740310077519,58.6909090909091,79.8060606060606,0.0968992248062016,0.823643410852713,8.55135658914729,0,0,0,4,1427,1427,811,Inf,56.8325157673441,"93-1250581",424095,7.4,294166,0.05,6097148,0.152,0.603,0,0,0.349,0.003,0.045,5698053,0.105,0.754,0.054,0.019,0.003,0,0.17,5827982,474837.75,103393,0,6406212.75,1.9,1.9,3,878937,0,796601,3635570,0.284,15.2,3721275,0,0,0,3721275,565633.8,4296331.962,0.976968915223949,54.7142857142857,1380.34229651163,0.700658883231145,0.0553869362099208,0.0751434540589271,0.0557894736842105,5.34042664468506
"2250","H80CS08771",1,0.415540097125607,1,0,2020,12.779397473275,23.4936831875607,23.0563654033042,38.4353741496599,4116,7,0,435,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,NA,37.78,41.78,69.47,74.48,21.94,68.56,0,1305,146,3482,2469,1641,2389,244,2,1.94591014905531,8.32263709695394,1.04141438604989,0.508597723419714,7.09614918866554,72.2208767255994,2.5914264955195,66.075,87.7,NA,0.65391135868249,6.70864616129813,NA,NA,0,NA,1493,1493,735,NA,49.2297387809779,"93-1250581",505027,6.6,361722,0.046,8175697,0.341,0.704,0,0,0.281,0.011,0.004,7670670,0.346,0.689,0.11,0.013,0.002,0,0.186,7813975,639222.5,0,157477,8610674.5,3.4,3.4,2.7,2143313,0,856083,3790473,0.31,28.8,4082997,NA,NA,0,4082997,1175903.136,5285091.63,0.928355568225987,NA,1863.62244897959,0.601336638453555,0.0532737818653055,0.074379490973979,0.0247222222222222,4.64422938981469
"2251","H80CS08777",2,1.38472418670438,1,0,2015,9.75098906213637,7.09797533162672,21.5964626483593,61.5545729578776,4297,2,0,437,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,91.3,36.27,94.31,97.74,87.99,71.07,47.94,23,499,527,1240,1124,439,1481,70,2,0.693147180559945,8.365672383775,0.418896904817314,4.51477775191994,18.4547358622295,71.6546427740284,13.3348848033512,36.9477911646586,72.6907630522088,0.0930882010705143,0.674889457761229,46.8000930882011,5,0,1,4,369,369,284,80,76.9647696476965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.2314285714286,NA,NA,NA,NA,NA,NA
"2252","H80CS08777",2,1.38472418670438,1,0,2016,7.69065981148243,7.79777206512425,23.7789203084833,60.73264781491,4668,2,0,437,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,41.94,68.94,96.86,98.69,91.64,76.34,75.25,31,528,510,1299,1041,503,1184,70,2,0.693147180559945,8.44848599340645,0.57840616966581,5.22707797772065,17.5449871465296,71.936589545844,12.7677806341045,100,NA,0.0428449014567267,0.749785775492716,45.2656383890317,5,0,0,5,396,396,299,100,75.5050505050505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5228571428571,NA,NA,NA,NA,NA,NA
"2253","H80CS08777",2,1.38472418670438,1,0,2017,7.21830985915493,6.9762323943662,25.4841549295775,60.3213028169014,4544,2,0,437,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,43.48,67.86,72.55,82.18,98.18,59.12,70.8,23,532,470,1302,933,543,1185,70,2,0.693147180559945,8.42156296040099,0.572183098591549,5.9419014084507,17.4515845070423,71.6329225352113,14.2385563380282,50.0948766603416,98.1024667931689,0.154049295774648,1.05633802816901,45.6426056338028,6,0,1,5,414,414,302,83.3333333333333,72.9468599033817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5957142857143,NA,NA,NA,NA,NA,NA
"2254","H80CS08777",2,1.38472418670438,1,0,2018,8.43504795117698,7.25806451612903,26.2641673931996,58.0427201394943,4588,2,0,437,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,44.83,62.23,87.88,92.13,94.31,71.02,73.25,29,511,553,1321,984,528,1327,70,2,0.693147180559945,8.43119947824926,0.501307759372276,5.42720139494333,17.720139494333,71.1857018308631,15.0174367916303,44.5161290322581,97.2043010752688,0.152571926765475,2.74629468177855,44.0061028770706,15,0,0,15,484,484,393,100,81.198347107438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0928571428571,NA,NA,NA,NA,NA,NA
"2255","H80CS08777",2,1.38472418670438,1,0,2019,8.24572253143682,8.08080808080808,28.3240568954855,55.3494124922696,4851,2,0,437,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,27.27,54.62,84.86,93.59,92.13,72.68,79.14,33,639,621,1295,1169,626,1481,70,2,0.693147180559945,8.48694014824522,0.639043496186353,6.41104926819212,19.5217480931767,68.9342403628118,15.66687280973,38.5786802030457,97.2081218274112,0.494743351886209,2.80354566068852,41.888270459699,9,1,0,8,539,539,406,88.8888888888889,75.3246753246753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0414285714286,NA,NA,NA,NA,NA,NA
"2256","H80CS08777",2,1.38472418670438,1,0,2020,4.37662644901822,7.31014904187367,29.7847172935888,51.5732197776201,4227,2,0,437,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,26.67,40,92.5,89.38,87.11,54.5,82.71,30,630,533,1572,1102,655,1330,70,2,0.693147180559945,8.34924780056679,0.818139317438055,6.91912108461898,20.1028517999065,68.6068256194483,16.1290322580645,46.1340206185567,92.0103092783505,0.888265544647031,2.10378681626928,38.9901823281907,NA,NA,0,NA,611,611,458,NA,74.9590834697218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5528571428571,NA,NA,NA,NA,NA,NA
"2257","H80CS08778",1,0.140617344439,1,0,2015,45.3109411373462,6.63451945460592,15.7798470236116,32.2746923844363,6014,1,0,438,0,0,100,100,0,100,"We use the EHR to extract automated reports",2,100,2020,68.63,50.34,49.03,30.4,79.75,14.7,27.91,51,1899,1079,4158,3546,1707,4339,44,1,0,8.70184536354847,0.615231127369471,3.09278350515464,79.2983039574327,16.0957765214499,19.1054206850682,65.357244520353,97.9220039851978,1.62953109411373,7.23312271366811,23.4619221815763,1,0,0,1,1278,1278,557,100,43.5837245696401,"20-3008507",422999,11.4,314050,0.082,4140082,0.288,0.532,0,0,0.274,0.098,0.096,3717083,0.234,0.716,0.083,0.044,0.003,0,0.154,3826032,309756.92,0,0,4135788.92,3.5,3.5,2.6,1082540,0,183217,1622781,0.429,23.2,1724842,0,0,0,1724842,400163.344,2661431.428,0.94082878315811,45.8228571428571,618.071666112404,0.597133221027385,0.108722821025723,0.146440517659799,0.0331034482758621,5.290469225847
"2258","H80CS08778",1,0.140617344439,1,0,2016,46.4812800994252,6.50924343638341,16.203200248563,30.8062762156284,6437,1,0,438,0,0,100,100,0,100,"We use the EHR to extract automated reports",2,100,2020,83.95,46.22,31.48,22.56,80.01,17.81,34.96,81,2066,1131,4442,3836,1780,4500,44,1,0,8.76981787205262,0.62140748796023,3.06043187820413,80.2547770700637,15.3332297654187,19.6209414323443,67.4613238650773,97.6921126046158,1.38263166071151,11.1853347832841,23.1008233649215,14,0,0,14,1431,1431,630,100,44.0251572327044,"20-3008507",992468,23.2,885754,0.202,5268106,0.272,0.432,0,0,0.314,0.162,0.093,4275638,0.15,0.679,0.107,0.037,0.002,0,0.174,4382352,356303.17,0,461985,5200640.17,4.1,4.1,3.7,1468324,0,311220,2084766,0.385,16.6,2610596,0,0,0,2610596,433358.936,2903158.202,0.798578562136769,45.2842857142857,664.228367251825,0.675565883689456,0.229214012333379,0.256829291645857,0.0502409638554217,6.95759572911799
"2259","H80CS08778",1,0.140617344439,1,0,2017,39.7538790797218,6.20652755484216,14.9277688603531,39.1118245050829,7476,1,0,438,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,2020,86.67,47.03,30.59,20.91,81.39,22.05,8.39,75,2609,1118,5543,4439,2150,5649,44,1,0,8.91945316857545,0.682182985553772,2.94275013376137,78.4242910647405,16.3456393793472,18.7399678972713,67.7501055297594,96.3064584212748,1.02996254681648,11.7174959871589,19.4355270197967,14,0,1,13,1644,1644,823,92.8571428571429,50.0608272506083,"20-3008507",880062,18.4,743046,0.151,5667851,0.076,0.405,0,0,0.253,0.213,0.129,4787789,0.12,0.704,0.078,0.039,0.001,0,0.178,4924805,398982.42,0,166777,5490564.42,4.9,4.9,5.1,1954718,0,389049,2251165,0.418,10.4,3353642,0,0,0,3353642,348778.768,3370603.456,0.671259782648237,42.4328571428571,640.421214553237,0.729856720404132,0.161709901256428,0.191528840905589,0.0861538461538462,6.69256971329416
